88	64	0.0267
14	16	0.1677
57	47	0.9356
57	24	0.2224
13	47	0.8315
14	66	0.9781
96	2	0.9687
52	72	0.7285
4	59	0.6354
4	15	0.3194
60	64	0.5054
66	63	0.4048
88	5	0.041
61	67	0.279
92	63	0.3915
47	62	0.5364
64	84	0.1282
32	94	0.7658
8	67	0.266
85	84	0.1317
7	88	0.8501
67	58	0.6811
84	26	0.3097
46	82	0.2747
27	21	0.5612
79	66	0.0603
61	86	0.0572
20	60	0.4329
80	96	0.1616
59	76	0.0503
45	94	0.021
22	4	0.6167
43	68	0.1696
11	38	0.0642
95	88	0.176
35	79	0.0952
12	0	0.3326
54	49	0.4869
48	72	0.2151
3	36	0.4257
95	90	0.2819
96	28	0.4522
51	48	0.6458
72	47	0.9799
59	75	0.4284
0	42	0.5495
77	78	0.7553
5	60	0.7561
93	92	0.8744
60	32	0.571
16	62	0.9099
5	29	0.7126
31	78	0.6144
22	57	0.0321
42	31	0.7413
48	6	0.5759
85	6	0.0058
47	14	0.9109
2	90	0.2834
88	5	0.7538
84	32	0.9527
17	14	0.2626
10	1	0.0181
73	94	0.9489
63	60	0.1643
97	59	0.98
30	86	0.9131
37	1	0.7412
29	34	0.1883
42	66	0.4368
44	5	0.084
93	21	0.5885
19	40	0.8623
53	81	0.3873
0	94	0.4877
14	83	0.6339
98	94	0.4698
37	69	0.2851
62	47	0.3893
65	18	0.1212
93	87	0.3175
33	82	0.3737
18	74	0.5104
42	47	0.2366
45	2	0.2229
90	35	0.1666
74	19	0.7232
60	18	0.8371
11	3	0.4471
9	77	0.5554
11	78	0.125
80	73	0.3275
34	18	0.2592
84	29	0.8805
16	34	0.8028
63	90	0.3383
70	2	0.2112
81	13	0.435
86	17	0.1576
21	44	0.5796
61	50	0.3244
47	1	0.3194
60	10	0.2812
82	56	0.0007
87	22	0.8765
23	46	0.9376
99	76	0.4083
74	37	0.3176
32	21	0.3814
90	77	0.2576
58	42	0.3153
20	93	0.009
90	44	0.7693
0	8	0.0921
93	53	0.3333
92	34	0.9984
42	21	0.012
97	43	0.7337
30	63	0.3762
36	94	0.5534
91	93	0.2992
17	70	0.8144
26	8	0.2105
26	99	0.9048
19	21	0.098
47	30	0.6186
31	67	0.0673
5	22	0.2581
52	14	0.8712
54	74	0.9386
67	86	0.7666
91	47	0.6672
94	9	0.5848
13	27	0.1235
6	50	0.1093
13	34	0.3431
70	94	0.3737
82	47	0.8848
45	83	0.0034
14	76	0.8874
68	41	0.3396
37	35	0.5814
20	31	0.9488
1	48	0.4329
20	92	0.3476
53	84	0.3745
71	36	0.0892
54	25	0.8939
37	78	0.2342
16	18	0.7935
89	16	0.5706
26	6	0.3663
85	67	0.2582
77	25	0.0698
55	30	0.2354
15	38	0.9875
88	96	0.8658
33	87	0.3535
4	88	0.4695
3	54	0.0449
87	50	0.9392
82	3	0.2971
23	8	0.4858
42	68	0.912
14	41	0.4593
95	63	0.6575
52	45	0.3269
26	72	0.8787
47	85	0.057
6	42	0.8859
22	11	0.8103
67	50	0.7711
89	86	0.7409
66	31	0.6441
75	84	0.6325
10	78	0.6894
56	98	0.6181
57	83	0.6372
51	35	0.1636
88	72	0.2379
34	76	0.1525
61	33	0.2517
68	21	0.0066
49	14	0.3493
26	91	0.6085
80	56	0.2305
29	27	0.4328
34	76	0.4458
98	70	0.6932
25	53	0.9236
20	55	0.4322
43	25	0.2808
22	15	0.225
85	39	0.9817
87	29	0.4377
15	12	0.346
14	60	0.1715
98	22	0.7771
19	15	0.8268
83	90	0.329
18	2	0.3362
6	6	0.7334
37	46	0.4204
65	62	0.1239
31	34	0.8923
79	39	0.5087
17	0	0.8438
19	6	0.6122
63	63	0.2142
8	67	0.2303
22	27	0.6283
99	63	0.2161
51	19	0.773
55	31	0.2158
99	85	0.2945
24	12	0.2836
46	95	0.8813
62	91	0.9759
9	97	0.888
46	89	0.5405
74	91	0.015
43	55	0.6673
1	80	0.4169
38	31	0.1841
84	88	0.85
82	31	0.1542
8	44	0.2308
87	23	0.5795
52	12	0.6044
76	87	0.8417
2	13	0.3357
30	24	0.6902
72	46	0.1472
0	68	0.169
60	77	0.2922
53	22	0.3265
9	86	0.8996
18	69	0.129
3	97	0.6774
38	92	0.8231
12	34	0.0157
33	87	0.8838
75	40	0.7628
46	98	0.7504
61	6	0.062
35	94	0.8848
89	49	0.7933
49	73	0.1412
36	8	0.0294
5	20	0.6185
43	3	0.4018
38	17	0.5821
12	5	0.3654
65	92	0.7977
2	86	0.8427
43	80	0.9388
79	68	0.4705
8	79	0.6483
19	31	0.9355
23	44	0.8661
36	58	0.7303
87	55	0.0346
36	0	0.6163
73	64	0.7769
5	3	0.64
17	57	0.4572
87	72	0.6362
76	95	0.498
11	87	0.2919
61	52	0.838
91	59	0.2823
49	84	0.7643
56	86	0.3991
61	18	0.6685
37	7	0.647
57	89	0.1678
46	73	0.7119
64	38	0.0571
24	34	0.438
76	15	0.1652
26	25	0.1877
15	98	0.4444
62	67	0.0474
7	66	0.8043
30	95	0.4893
78	59	0.731
84	31	0.0668
59	57	0.5488
46	93	0.1835
44	84	0.1646
76	59	0.3078
36	41	0.2304
3	36	0.9163
98	68	0.466
88	95	0.0653
30	96	0.2158
44	70	0.4901
81	62	0.5098
7	33	0.0351
83	65	0.8414
68	52	0.2508
90	22	0.0665
37	87	0.8589
80	54	0.497
93	98	0.8848
36	71	0.9022
67	60	0.3016
53	53	0.9285
87	34	0.4757
96	70	0.223
15	41	0.885
19	65	0.4328
21	5	0.3165
34	2	0.0229
32	2	0.4375
44	66	0.1938
79	70	0.6823
10	86	0.1977
4	64	0.0327
69	71	0.0732
71	44	0.2429
42	38	0.5314
28	19	0.3431
38	26	0.9577
35	21	0.7284
94	35	0.2324
53	75	0.8378
37	35	0.6887
44	28	0.7048
27	93	0.5716
83	69	0.507
49	56	0.2174
42	76	0.9444
34	4	0.0625
73	37	0.0397
16	46	0.089
33	56	0.7141
44	60	0.2875
69	41	0.4156
58	60	0.7657
32	27	0.9115
75	51	0.334
77	56	0.1664
92	49	0.2642
57	67	0.7025
38	38	0.9632
61	81	0.226
76	37	0.0387
88	17	0.9126
64	58	0.2948
97	45	0.0328
55	16	0.1102
38	96	0.7201
59	88	0.4189
57	26	0.0441
28	71	0.0447
61	56	0.5323
73	48	0.3961
99	6	0.2558
71	81	0.9833
88	76	0.6844
19	0	0.7163
44	39	0.7746
52	97	0.4617
82	82	0.4793
82	48	0.3781
34	83	0.4397
54	66	0.3142
9	36	0.3401
17	16	0.1797
47	73	0.2703
8	19	0.8471
77	84	0.7584
97	58	0.7004
52	48	0.7146
48	49	0.7759
84	7	0.3874
3	24	0.8446
25	90	0.9425
38	23	0.7459
35	66	0.924
80	41	0.897
66	38	0.8935
61	87	0.0838
86	38	0.4724
70	47	0.0714
17	66	0.3684
58	32	0.6855
73	35	0.8885
42	81	0.2767
84	95	0.5953
53	13	0.7652
58	70	0.8626
24	0	0.4323
94	23	0.3393
10	95	0.4443
1	87	0.9164
2	54	0.8792
90	87	0.8394
54	19	0.9824
24	1	0.3718
47	35	0.5696
25	2	0.1513
21	71	0.6903
98	32	0.9779
43	81	0.5909
57	68	0.6756
37	54	0.5644
18	19	0.6315
85	60	0.1117
45	72	0.9837
75	74	0.753
18	5	0.4584
15	72	0.7892
60	85	0.8234
64	33	0.7104
47	30	0.6568
6	6	0.7653
98	57	0.3312
33	64	0.5282
21	7	0.8777
95	5	0.3228
50	46	0.0427
46	35	0.5991
44	30	0.7715
43	55	0.0184
79	76	0.5038
10	15	0.8617
82	25	0.8883
13	77	0.4638
22	67	0.2081
8	20	0.3439
46	23	0.844
40	87	0.948
22	69	0.3708
72	99	0.1773
23	45	0.2271
13	80	0.4571
97	23	0.9417
28	5	0.2555
66	5	0.2652
49	94	0.1081
29	89	0.9075
39	81	0.7994
42	96	0.8136
71	52	0.4016
23	14	0.6413
52	52	0.3848
33	32	0.6962
96	53	0.2017
11	22	0.8285
35	81	0.2255
