21	48	0.9202
39	5	0.4754
60	61	0.2379
52	61	0.5154
38	3	0.976
59	19	0.5134
57	57	0.5158
16	50	0.5222
82	8	0.9257
97	62	0.8388
14	10	0.0939
67	97	0.4652
57	58	0.7789
97	3	0.2326
54	70	0.382
81	9	0.2439
9	99	0.8164
11	74	0.7494
81	48	0.1433
6	84	0.9539
55	79	0.8503
99	64	0.0833
92	83	0.989
92	51	0.0314
44	5	0.2387
34	80	0.447
19	55	0.0052
37	12	0.2904
5	26	0.2349
66	0	0.4044
61	20	0.6866
49	59	0.1522
66	21	0.3715
6	74	0.8266
2	49	0.0868
92	8	0.4649
75	85	0.5662
17	6	0.8995
66	67	0.934
94	19	0.309
0	66	0.8321
40	53	0.4838
31	26	0.5695
3	0	0.2865
99	6	0.4056
82	95	0.5211
6	13	0.8431
40	90	0.2646
22	76	0.1772
61	39	0.4936
20	41	0.1572
45	59	0.3331
44	15	0.5448
33	2	0.4752
11	17	0.2852
70	47	0.1284
34	42	0.0386
38	1	0.3109
66	23	0.8923
81	3	0.3593
76	9	0.2196
78	79	0.6943
48	44	0.4189
79	4	0.0851
21	76	0.9678
13	4	0.1249
10	90	0.752
22	52	0.7588
97	81	0.0653
29	14	0.988
79	81	0.6274
34	57	0.6758
10	70	0.4713
72	9	0.0306
74	33	0.9462
80	46	0.6178
0	99	0.2013
69	26	0.6206
98	99	0.0616
59	94	0.3698
49	79	0.1898
18	24	0.8555
93	7	0.1398
61	17	0.8109
61	36	0.6832
60	91	0.1107
66	64	0.3345
61	78	0.6537
38	2	0.1741
19	77	0.0165
17	27	0.4611
42	39	0.5872
35	53	0.2995
7	43	0.0495
5	31	0.5674
32	37	0.6885
98	55	0.6029
19	38	0.6245
59	33	0.2321
77	56	0.112
64	40	0.5249
54	81	0.897
9	24	0.2759
49	44	0.4335
95	26	0.2193
49	83	0.2838
85	65	0.381
72	17	0.1645
24	37	0.4063
31	2	0.5581
42	55	0.6174
12	41	0.1805
5	94	0.2981
71	4	0.8276
84	42	0.4364
9	32	0.8032
30	81	0.5766
51	45	0.5514
98	47	0.3075
0	93	0.5286
71	84	0.5912
62	25	0.4838
33	49	0.7527
54	94	0.9149
86	22	0.853
60	0	0.474
17	44	0.226
75	13	0.576
68	1	0.3945
66	90	0.5323
43	98	0.6122
55	47	0.2304
